sex,drug,source,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
male,Etanercept,KEGG,hsa04022,cGMP-PKG signaling pathway,1/5,119/6093,0.09394200813939924,0.12661748923136418,0.10318572976409987,4846,1
male,Etanercept,KEGG,hsa04390,Hippo signaling pathway,1/5,119/6093,0.09394200813939924,0.12661748923136418,0.10318572976409987,7159,1
male,Etanercept,KEGG,hsa04150,mTOR signaling pathway,1/5,137/6093,0.10751453625123442,0.13887294265784447,0.11317319605393096,83667,1
male,Etanercept,KEGG,hsa04020,Calcium signaling pathway,1/5,148/6093,0.11572845343753813,0.14053775386405717,0.11452991825933352,4846,1
male,Etanercept,KEGG,hsa04621,NOD-like receptor signaling pathway,1/5,152/6093,0.11870029277957939,0.14053775386405717,0.11452991825933352,23710,1
male,Etanercept,KEGG,hsa04140,Autophagy - animal,1/5,157/6093,0.1224038501396627,0.14053775386405717,0.11452991825933352,23710,1
male,Etanercept,KEGG,hsa05415,Diabetic cardiomyopathy,1/5,173/6093,0.13417164753120936,0.14576839995883656,0.11879258400720127,4846,1
male,Etanercept,KEGG,hsa05417,Lipid and atherosclerosis,1/5,176/6093,0.13636398705826647,0.14576839995883656,0.11879258400720127,4846,1
male,Etanercept,KEGG,hsa04145,Phagocytosis,1/5,215/6093,0.1644625243190201,0.16994460846298745,0.13849475732128005,23710,1
male,Etanercept,KEGG,hsa04151,PI3K-Akt signaling pathway,1/5,248/6093,0.18766263672649952,0.18766263672649952,0.15293389750207093,4846,1
male,Etanercept,Reactome,R-HSA-109606,Intrinsic Pathway for Apoptosis,2/6,54/8241,6.216325673574654e-4,0.027351832963728475,0.010469601134441522,TP53BP2/C1QBP,2
male,Etanercept,Reactome,R-HSA-109581,Apoptosis,2/6,170/8241,0.0060089906640763404,0.0434988578173372,0.016650280504243907,TP53BP2/C1QBP,2
male,Etanercept,Reactome,R-HSA-203615,eNOS activation,1/6,10/8241,0.007260815073805271,0.0434988578173372,0.016650280504243907,NOS3,1
male,Etanercept,Reactome,R-HSA-5357801,Programmed Cell Death,2/6,200/8241,0.008243138786333115,0.0434988578173372,0.016650280504243907,TP53BP2/C1QBP,2
male,Etanercept,Reactome,R-HSA-1474151,"Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation",1/6,12/8241,0.008707692911948284,0.0434988578173372,0.016650280504243907,NOS3,1
male,Etanercept,Reactome,R-HSA-6803211,TP53 Regulates Transcription of Death Receptors and Ligands,1/6,12/8241,0.008707692911948284,0.0434988578173372,0.016650280504243907,TP53BP2,1
male,Etanercept,Reactome,R-HSA-202131,Metabolism of nitric oxide: NOS3 activation and regulation,1/6,13/8241,0.009430472574425752,0.0434988578173372,0.016650280504243907,NOS3,1
male,Etanercept,Reactome,R-HSA-6804759,Regulation of TP53 Activity through Association with Co-factors,1/6,13/8241,0.009430472574425752,0.0434988578173372,0.016650280504243907,TP53BP2,1
male,Etanercept,Reactome,R-HSA-140837,Intrinsic Pathway of Fibrin Clot Formation,1/6,14/8241,0.010152813017371032,0.0434988578173372,0.016650280504243907,C1QBP,1
male,Etanercept,Reactome,R-HSA-6803205,TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain,1/6,14/8241,0.010152813017371032,0.0434988578173372,0.016650280504243907,TP53BP2,1
male,Etanercept,Reactome,R-HSA-392154,Nitric oxide stimulates guanylate cyclase,1/6,15/8241,0.0108747144543343,0.0434988578173372,0.016650280504243907,NOS3,1
male,Etanercept,Reactome,R-HSA-6803204,TP53 Regulates Transcription of Genes Involved in Cytochrome C Release,1/6,19/8241,0.013757934410645878,0.04605778836254855,0.017629775449779353,TP53BP2,1
male,Etanercept,Reactome,R-HSA-111471,Apoptotic factor-mediated response,1/6,20/8241,0.014477644018227376,0.04605778836254855,0.017629775449779353,C1QBP,1
male,Etanercept,Reactome,R-HSA-9734009,Defective Intrinsic Pathway for Apoptosis,1/6,22/8241,0.01591575026745029,0.04605778836254855,0.017629775449779353,C1QBP,1
male,Etanercept,Reactome,R-HSA-140877,Formation of Fibrin Clot (Clotting Cascade),1/6,25/8241,0.01806963042035048,0.04605778836254855,0.017629775449779353,C1QBP,1
male,Etanercept,Reactome,R-HSA-5339562,Uptake and actions of bacterial toxins,1/6,26/8241,0.018786716863568365,0.04605778836254855,0.017629775449779353,SV2B,1
male,Etanercept,Reactome,R-HSA-8978934,Metabolism of cofactors,1/6,27/8241,0.019503366857338,0.04605778836254855,0.017629775449779353,NOS3,1
male,Etanercept,Reactome,R-HSA-1222556,ROS and RNS production in phagocytes,1/6,28/8241,0.02021958061419915,0.04605778836254855,0.017629775449779353,NOS3,1
male,Etanercept,Reactome,R-HSA-114452,Activation of BH3-only proteins,1/6,29/8241,0.020935358346612976,0.04605778836254855,0.017629775449779353,TP53BP2,1
male,Etanercept,Reactome,R-HSA-5218920,VEGFR2 mediated vascular permeability,1/6,29/8241,0.020935358346612976,0.04605778836254855,0.017629775449779353,NOS3,1
male,Etanercept,Reactome,R-HSA-3700989,Transcriptional Regulation by TP53,2/6,341/8241,0.022927329834122864,0.04803821489054315,0.01838783345092561,TP53BP2/SESN2,2
male,Etanercept,Reactome,R-HSA-5633008,TP53 Regulates Transcription of Cell Death Genes,1/6,43/8241,0.030910582827378907,0.061821165654757815,0.0236636040783762,TP53BP2,1
male,Etanercept,Reactome,R-HSA-9639288,Amino acids regulate mTORC1,1/6,51/8241,0.03657258331615576,0.06996494199612406,0.026780839041578592,SESN2,1
male,Etanercept,Reactome,R-HSA-109582,Hemostasis,2/6,479/8241,0.0432601398204231,0.07728966813051377,0.029584561963833026,NOS3/C1QBP,2
male,Etanercept,Reactome,R-HSA-9824439,Bacterial Infection Pathways,1/6,64/8241,0.04571452868675807,0.07728966813051377,0.029584561963833026,SV2B,1
male,Etanercept,Reactome,R-HSA-9009391,Extra-nuclear estrogen signaling,1/6,65/8241,0.04641475038516607,0.07728966813051377,0.029584561963833026,NOS3,1
male,Etanercept,Reactome,R-HSA-418346,Platelet homeostasis,1/6,68/8241,0.048512847011790816,0.07728966813051377,0.029584561963833026,NOS3,1
male,Etanercept,Reactome,R-HSA-9645723,Diseases of programmed cell death,1/6,70/8241,0.04990943980000284,0.07728966813051377,0.029584561963833026,C1QBP,1
male,Etanercept,Reactome,R-HSA-5628897,TP53 Regulates Metabolic Genes,1/6,73/8241,0.05200112572314364,0.07728966813051377,0.029584561963833026,SESN2,1
male,Etanercept,Reactome,R-HSA-9013106,RHOC GTPase cycle,1/6,74/8241,0.05269750099807757,0.07728966813051377,0.029584561963833026,C1QBP,1
male,Etanercept,Reactome,R-HSA-4420097,VEGFA-VEGFR2 Pathway,1/6,96/8241,0.0679102635066432,0.09638876110620326,0.036895219562183064,NOS3,1
male,Etanercept,Reactome,R-HSA-194138,Signaling by VEGF,1/6,102/8241,0.07202367802389475,0.09903255728285529,0.03790719895994461,NOS3,1
male,Etanercept,Reactome,R-HSA-9755511,KEAP1-NFE2L2 pathway,1/6,120/8241,0.08427326830558968,0.11236435774078624,0.043010280474942104,SESN2,1
male,Etanercept,Reactome,R-HSA-1632852,Macroautophagy,1/6,126/8241,0.08832639566250777,0.11430474732795125,0.043753013331273204,GABARAPL1,1
male,Etanercept,Reactome,R-HSA-8980692,RHOA GTPase cycle,1/6,137/8241,0.09571830460094677,0.11862510833707875,0.045406740033331575,C1QBP,1
male,Etanercept,Reactome,R-HSA-9612973,Autophagy,1/6,139/8241,0.09705690682124624,0.11862510833707875,0.045406740033331575,GABARAPL1,1
male,Etanercept,Reactome,R-HSA-9711097,Cellular response to starvation,1/6,150/8241,0.10438973899356674,0.12394555540932936,0.04744327479782942,SESN2,1
male,Etanercept,Reactome,R-HSA-5633007,Regulation of TP53 Activity,1/6,154/8241,0.10704388876260262,0.12394555540932936,0.04744327479782942,TP53BP2,1
male,Etanercept,Reactome,R-HSA-196854,Metabolism of vitamins and cofactors,1/6,161/8241,0.11167287870047637,0.12598991443130667,0.04822580456700734,NOS3,1
male,Etanercept,Reactome,R-HSA-8939211,ESR-mediated signaling,1/6,171/8241,0.11825102025934597,0.1300761222852806,0.049789903267093046,NOS3,1
male,Etanercept,Reactome,R-HSA-9711123,Cellular response to chemical stress,1/6,189/8241,0.12998938913887637,0.13950080785635513,0.053397438413915845,SESN2,1
male,Etanercept,Reactome,R-HSA-9006931,Signaling by Nuclear Receptors,1/6,224/8241,0.15244142908922176,0.1597005447601371,0.06112939512349746,NOS3,1
male,Etanercept,Reactome,R-HSA-9012999,RHO GTPase cycle,1/6,410/8241,0.2638226468535121,0.26995805724545424,0.10333322765376238,C1QBP,1
male,Etanercept,Reactome,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,1/6,423/8241,0.27112723608626554,0.27112723608626554,0.10378076022440788,NOS3,1
female,Etanercept,GO_BP,GO:0043586,tongue development,1/10,11/12671,0.008650465837998667,0.14158976019808742,0.10040714296595672,INTU,1
female,Etanercept,GO_BP,GO:0007611,learning or memory,2/10,184/12671,0.008741678580550964,0.14158976019808742,0.10040714296595672,CHRNA7/PIANP,2
female,Etanercept,GO_BP,GO:0051782,negative regulation of cell division,1/10,13/12671,0.010216022126939173,0.14158976019808742,0.10040714296595672,INTU,1
female,Etanercept,GO_BP,GO:1900273,positive regulation of long-term synaptic potentiation,1/10,13/12671,0.010216022126939173,0.14158976019808742,0.10040714296595672,CHRNA7,1
female,Etanercept,GO_BP,GO:1905906,regulation of amyloid fibril formation,1/10,14/12671,0.01099796554443988,0.14158976019808742,0.10040714296595672,CHRNA7,1
female,Etanercept,GO_BP,GO:0007271,"synaptic transmission, cholinergic",1/10,15/12671,0.011779352946237664,0.14158976019808742,0.10040714296595672,CHRNA7,1
female,Etanercept,GO_BP,GO:0019430,removal of superoxide radicals,1/10,15/12671,0.011779352946237664,0.14158976019808742,0.10040714296595672,FANCC,1
female,Etanercept,GO_BP,GO:0031069,hair follicle morphogenesis,1/10,15/12671,0.011779352946237664,0.14158976019808742,0.10040714296595672,INTU,1
female,Etanercept,GO_BP,GO:0034501,protein localization to kinetochore,1/10,15/12671,0.011779352946237664,0.14158976019808742,0.10040714296595672,MTBP,1
female,Etanercept,GO_BP,GO:1903083,protein localization to condensed chromosome,1/10,15/12671,0.011779352946237664,0.14158976019808742,0.10040714296595672,MTBP,1
female,Etanercept,GO_BP,GO:0050890,cognition,2/10,217/12671,0.012000475441256948,0.14158976019808742,0.10040714296595672,CHRNA7/PIANP,2
female,Etanercept,GO_BP,GO:0021542,dentate gyrus development,1/10,16/12671,0.012560184683796272,0.14158976019808742,0.10040714296595672,PIANP,1
female,Etanercept,GO_BP,GO:0051347,positive regulation of transferase activity,2/10,227/12671,0.013079420859545554,0.14158976019808742,0.10040714296595672,CHRNA7/RFC2,2
female,Etanercept,GO_BP,GO:0071450,cellular response to oxygen radical,1/10,17/12671,0.01334046110838405,0.14158976019808742,0.10040714296595672,FANCC,1
female,Etanercept,GO_BP,GO:0071451,cellular response to superoxide,1/10,17/12671,0.01334046110838405,0.14158976019808742,0.10040714296595672,FANCC,1
female,Etanercept,GO_BP,GO:1902430,negative regulation of amyloid-beta formation,1/10,17/12671,0.01334046110838405,0.14158976019808742,0.10040714296595672,CHRNA7,1
female,Etanercept,GO_BP,GO:0048730,epidermis morphogenesis,1/10,18/12671,0.014120182571077056,0.14158976019808742,0.10040714296595672,INTU,1
female,Etanercept,GO_BP,GO:0097150,neuronal stem cell population maintenance,1/10,18/12671,0.014120182571077056,0.14158976019808742,0.10040714296595672,FANCC,1
female,Etanercept,GO_BP,GO:1902992,negative regulation of amyloid precursor protein catabolic process,1/10,18/12671,0.014120182571077056,0.14158976019808742,0.10040714296595672,CHRNA7,1
female,Etanercept,GO_BP,GO:0010839,negative regulation of keratinocyte proliferation,1/10,19/12671,0.014899349422755725,0.14158976019808742,0.10040714296595672,INTU,1
female,Etanercept,GO_BP,GO:1902004,positive regulation of amyloid-beta formation,1/10,19/12671,0.014899349422755725,0.14158976019808742,0.10040714296595672,CHRNA7,1
female,Etanercept,GO_BP,GO:0009416,response to light stimulus,2/10,244/12671,0.01500852063529918,0.14158976019808742,0.10040714296595672,LRIT3/PIANP,2
female,Etanercept,GO_BP,GO:0000303,response to superoxide,1/10,20/12671,0.01567796201410665,0.14158976019808742,0.10040714296595672,FANCC,1
female,Etanercept,GO_BP,GO:0014047,glutamate secretion,1/10,20/12671,0.01567796201410665,0.14158976019808742,0.10040714296595672,PIANP,1
female,Etanercept,GO_BP,GO:0000305,response to oxygen radical,1/10,21/12671,0.01645602069562302,0.14158976019808742,0.10040714296595672,FANCC,1
female,Etanercept,GO_BP,GO:0001736,establishment of planar polarity,1/10,21/12671,0.01645602069562302,0.14158976019808742,0.10040714296595672,INTU,1
female,Etanercept,GO_BP,GO:0007164,establishment of tissue polarity,1/10,21/12671,0.01645602069562302,0.14158976019808742,0.10040714296595672,INTU,1
female,Etanercept,GO_BP,GO:0040036,regulation of fibroblast growth factor receptor signaling pathway,1/10,21/12671,0.01645602069562302,0.14158976019808742,0.10040714296595672,LRIT3,1
female,Etanercept,GO_BP,GO:0060384,innervation,1/10,21/12671,0.01645602069562302,0.14158976019808742,0.10040714296595672,LRIT3,1
female,Etanercept,GO_BP,GO:2000463,positive regulation of excitatory postsynaptic potential,1/10,21/12671,0.01645602069562302,0.14158976019808742,0.10040714296595672,CHRNA7,1
female,Etanercept,GO_BP,GO:0034249,negative regulation of amide metabolic process,1/10,22/12671,0.017233525817602402,0.14158976019808742,0.10040714296595672,CHRNA7,1
female,Etanercept,GO_BP,GO:0095500,acetylcholine receptor signaling pathway,1/10,23/12671,0.018010477730151075,0.14158976019808742,0.10040714296595672,CHRNA7,1
female,Etanercept,GO_BP,GO:1902993,positive regulation of amyloid precursor protein catabolic process,1/10,25/12671,0.01956272332640374,0.14158976019808742,0.10040714296595672,CHRNA7,1
female,Etanercept,GO_BP,GO:1905145,cellular response to acetylcholine,1/10,25/12671,0.01956272332640374,0.14158976019808742,0.10040714296595672,CHRNA7,1
female,Etanercept,GO_BP,GO:0034250,positive regulation of amide metabolic process,1/10,26/12671,0.02033801770935051,0.14158976019808742,0.10040714296595672,CHRNA7,1
female,Etanercept,GO_BP,GO:0140058,neuron projection arborization,1/10,26/12671,0.02033801770935051,0.14158976019808742,0.10040714296595672,CHRNA7,1
female,Etanercept,GO_BP,GO:0007600,sensory perception,2/10,290/12671,0.020807257638223445,0.14158976019808742,0.10040714296595672,CHRNA7/LRIT3,2
female,Etanercept,GO_BP,GO:0045880,positive regulation of smoothened signaling pathway,1/10,27/12671,0.021112760281347565,0.14158976019808742,0.10040714296595672,INTU,1
female,Etanercept,GO_BP,GO:1905144,response to acetylcholine,1/10,27/12671,0.021112760281347565,0.14158976019808742,0.10040714296595672,CHRNA7,1
female,Etanercept,GO_BP,GO:0048854,brain morphogenesis,1/10,28/12671,0.021886951391533294,0.14158976019808742,0.10040714296595672,FANCC,1
female,Etanercept,GO_BP,GO:0048872,homeostasis of number of cells,2/10,298/12671,0.021899124982034876,0.14158976019808742,0.10040714296595672,PIANP/FANCC,2
female,Etanercept,GO_BP,GO:0035094,response to nicotine,1/10,29/12671,0.02266059138885068,0.14158976019808742,0.10040714296595672,CHRNA7,1
female,Etanercept,GO_BP,GO:0098926,postsynaptic signal transduction,1/10,29/12671,0.02266059138885068,0.14158976019808742,0.10040714296595672,CHRNA7,1
female,Etanercept,GO_BP,GO:0098815,modulation of excitatory postsynaptic potential,1/10,30/12671,0.02343368062205009,0.14158976019808742,0.10040714296595672,CHRNA7,1
female,Etanercept,GO_BP,GO:0010837,regulation of keratinocyte proliferation,1/10,31/12671,0.02420621943968937,0.14158976019808742,0.10040714296595672,INTU,1
female,Etanercept,GO_BP,GO:1900271,regulation of long-term synaptic potentiation,1/10,31/12671,0.02420621943968937,0.14158976019808742,0.10040714296595672,CHRNA7,1
female,Etanercept,GO_BP,GO:0071459,"protein localization to chromosome, centromeric region",1/10,32/12671,0.024978208190133078,0.14158976019808742,0.10040714296595672,MTBP,1
female,Etanercept,GO_BP,GO:0008542,visual learning,1/10,34/12671,0.026520536881924017,0.14158976019808742,0.10040714296595672,PIANP,1
female,Etanercept,GO_BP,GO:0035176,social behavior,1/10,34/12671,0.026520536881924017,0.14158976019808742,0.10040714296595672,PIANP,1
female,Etanercept,GO_BP,GO:1902003,regulation of amyloid-beta formation,1/10,34/12671,0.026520536881924017,0.14158976019808742,0.10040714296595672,CHRNA7,1
female,Etanercept,GO_BP,GO:0051703,biological process involved in intraspecies interaction between organisms,1/10,35/12671,0.027290877519035694,0.14158976019808742,0.10040714296595672,PIANP,1
female,Etanercept,GO_BP,GO:0042733,embryonic digit morphogenesis,1/10,36/12671,0.02806066948047936,0.14158976019808742,0.10040714296595672,INTU,1
female,Etanercept,GO_BP,GO:0043616,keratinocyte proliferation,1/10,36/12671,0.02806066948047936,0.14158976019808742,0.10040714296595672,INTU,1
female,Etanercept,GO_BP,GO:0009314,response to radiation,2/10,342/12671,0.02832544331158187,0.14158976019808742,0.10040714296595672,LRIT3/PIANP,2
female,Etanercept,GO_BP,GO:0007632,visual behavior,1/10,38/12671,0.029598608765775358,0.14158976019808742,0.10040714296595672,PIANP,1
female,Etanercept,GO_BP,GO:1904645,response to amyloid-beta,1/10,38/12671,0.029598608765775358,0.14158976019808742,0.10040714296595672,CHRNA7,1
female,Etanercept,GO_BP,GO:1990000,amyloid fibril formation,1/10,38/12671,0.029598608765775358,0.14158976019808742,0.10040714296595672,CHRNA7,1
female,Etanercept,GO_BP,GO:0001738,morphogenesis of a polarized epithelium,1/10,40/12671,0.031134357514705724,0.14158976019808742,0.10040714296595672,INTU,1
female,Etanercept,GO_BP,GO:0050808,synapse organization,2/10,363/12671,0.03163481890301128,0.14158976019808742,0.10040714296595672,CHRNA7/LRIT3,2
female,Etanercept,GO_BP,GO:1900087,positive regulation of G1/S transition of mitotic cell cycle,1/10,41/12671,0.03190141130497193,0.14158976019808742,0.10040714296595672,MTBP,1
female,Etanercept,GO_BP,GO:1902991,regulation of amyloid precursor protein catabolic process,1/10,41/12671,0.03190141130497193,0.14158976019808742,0.10040714296595672,CHRNA7,1
female,Etanercept,GO_BP,GO:0034205,amyloid-beta formation,1/10,42/12671,0.0326679185010883,0.14158976019808742,0.10040714296595672,CHRNA7,1
female,Etanercept,GO_BP,GO:0036297,interstrand cross-link repair,1/10,42/12671,0.0326679185010883,0.14158976019808742,0.10040714296595672,FANCC,1
female,Etanercept,GO_BP,GO:0009953,dorsal/ventral pattern formation,1/10,43/12671,0.03343387944930187,0.14158976019808742,0.10040714296595672,INTU,1
female,Etanercept,GO_BP,GO:0015800,acidic amino acid transport,1/10,45/12671,0.034964163986048846,0.14158976019808742,0.10040714296595672,PIANP,1
female,Etanercept,GO_BP,GO:0042073,intraciliary transport,1/10,46/12671,0.035728488266116964,0.14158976019808742,0.10040714296595672,INTU,1
female,Etanercept,GO_BP,GO:0008543,fibroblast growth factor receptor signaling pathway,1/10,48/12671,0.037255502577041466,0.14158976019808742,0.10040714296595672,LRIT3,1
female,Etanercept,GO_BP,GO:0044458,motile cilium assembly,1/10,48/12671,0.037255502577041466,0.14158976019808742,0.10040714296595672,INTU,1
female,Etanercept,GO_BP,GO:0090329,regulation of DNA-templated DNA replication,1/10,48/12671,0.037255502577041466,0.14158976019808742,0.10040714296595672,RFC2,1
female,Etanercept,GO_BP,GO:0050435,amyloid-beta metabolic process,1/10,49/12671,0.0380181932982826,0.14158976019808742,0.10040714296595672,CHRNA7,1
female,Etanercept,GO_BP,GO:2000573,positive regulation of DNA biosynthetic process,1/10,49/12671,0.0380181932982826,0.14158976019808742,0.10040714296595672,RFC2,1
female,Etanercept,GO_BP,GO:0006801,superoxide metabolic process,1/10,51/12671,0.03954194359685059,0.14158976019808742,0.10040714296595672,FANCC,1
female,Etanercept,GO_BP,GO:0007610,behavior,2/10,410/12671,0.03957754891381561,0.14158976019808742,0.10040714296595672,CHRNA7/PIANP,2
female,Etanercept,GO_BP,GO:1902808,positive regulation of cell cycle G1/S phase transition,1/10,52/12671,0.0403030038634139,0.14158976019808742,0.10040714296595672,MTBP,1
female,Etanercept,GO_BP,GO:0051338,regulation of transferase activity,2/10,418/12671,0.04100046103789635,0.14158976019808742,0.10040714296595672,CHRNA7/RFC2,2
female,Etanercept,GO_BP,GO:0032720,negative regulation of tumor necrosis factor production,1/10,53/12671,0.04106352133400315,0.14158976019808742,0.10040714296595672,CHRNA7,1
female,Etanercept,GO_BP,GO:0042987,amyloid precursor protein catabolic process,1/10,55/12671,0.042582929263631275,0.14158976019808742,0.10040714296595672,CHRNA7,1
female,Etanercept,GO_BP,GO:0045839,negative regulation of mitotic nuclear division,1/10,55/12671,0.042582929263631275,0.14158976019808742,0.10040714296595672,MTBP,1
female,Etanercept,GO_BP,GO:1903556,negative regulation of tumor necrosis factor superfamily cytokine production,1/10,55/12671,0.042582929263631275,0.14158976019808742,0.10040714296595672,CHRNA7,1
female,Etanercept,GO_BP,GO:0001942,hair follicle development,1/10,56/12671,0.04334182041037837,0.14158976019808742,0.10040714296595672,INTU,1
female,Etanercept,GO_BP,GO:0008306,associative learning,1/10,57/12671,0.044100170136569083,0.14158976019808742,0.10040714296595672,PIANP,1
female,Etanercept,GO_BP,GO:0021510,spinal cord development,1/10,57/12671,0.044100170136569083,0.14158976019808742,0.10040714296595672,INTU,1
female,Etanercept,GO_BP,GO:0060291,long-term synaptic potentiation,1/10,57/12671,0.044100170136569083,0.14158976019808742,0.10040714296595672,CHRNA7,1
female,Etanercept,GO_BP,GO:0070098,chemokine-mediated signaling pathway,1/10,57/12671,0.044100170136569083,0.14158976019808742,0.10040714296595672,CCR8,1
female,Etanercept,GO_BP,GO:0022404,molting cycle process,1/10,58/12671,0.044857978785581176,0.14158976019808742,0.10040714296595672,INTU,1
female,Etanercept,GO_BP,GO:0022405,hair cycle process,1/10,58/12671,0.044857978785581176,0.14158976019808742,0.10040714296595672,INTU,1
female,Etanercept,GO_BP,GO:1905515,non-motile cilium assembly,1/10,58/12671,0.044857978785581176,0.14158976019808742,0.10040714296595672,INTU,1
female,Etanercept,GO_BP,GO:0021675,nerve development,1/10,59/12671,0.045615246700600576,0.14158976019808742,0.10040714296595672,LRIT3,1
female,Etanercept,GO_BP,GO:0060021,roof of mouth development,1/10,59/12671,0.045615246700600576,0.14158976019808742,0.10040714296595672,INTU,1
female,Etanercept,GO_BP,GO:0051784,negative regulation of nuclear division,1/10,60/12671,0.046371974224625356,0.14158976019808742,0.10040714296595672,MTBP,1
female,Etanercept,GO_BP,GO:0034248,regulation of amide metabolic process,1/10,62/12671,0.04788380947072102,0.14158976019808742,0.10040714296595672,CHRNA7,1
female,Etanercept,GO_BP,GO:0060079,excitatory postsynaptic potential,1/10,62/12671,0.04788380947072102,0.14158976019808742,0.10040714296595672,CHRNA7,1
female,Etanercept,GO_BP,GO:1902017,regulation of cilium assembly,1/10,64/12671,0.04939348726403536,0.14158976019808742,0.10040714296595672,INTU,1
female,Etanercept,GO_BP,GO:0021766,hippocampus development,1/10,65/12671,0.050147517971369404,0.14158976019808742,0.10040714296595672,PIANP,1
female,Etanercept,GO_BP,GO:0044344,cellular response to fibroblast growth factor stimulus,1/10,65/12671,0.050147517971369404,0.14158976019808742,0.10040714296595672,LRIT3,1
female,Etanercept,GO_BP,GO:1990868,response to chemokine,1/10,65/12671,0.050147517971369404,0.14158976019808742,0.10040714296595672,CCR8,1
female,Etanercept,GO_BP,GO:1990869,cellular response to chemokine,1/10,65/12671,0.050147517971369404,0.14158976019808742,0.10040714296595672,CCR8,1
female,Etanercept,GO_BP,GO:0006835,dicarboxylic acid transport,1/10,66/12671,0.05090101034169203,0.14158976019808742,0.10040714296595672,PIANP,1
female,Etanercept,GO_BP,GO:0097061,dendritic spine organization,1/10,67/12671,0.05165396471666872,0.14158976019808742,0.10040714296595672,CHRNA7,1
female,Etanercept,GO_BP,GO:0030326,embryonic limb morphogenesis,1/10,68/12671,0.052406381437776206,0.14158976019808742,0.10040714296595672,INTU,1
female,Etanercept,GO_BP,GO:0035113,embryonic appendage morphogenesis,1/10,68/12671,0.052406381437776206,0.14158976019808742,0.10040714296595672,INTU,1
female,Etanercept,GO_BP,GO:0071774,response to fibroblast growth factor,1/10,68/12671,0.052406381437776206,0.14158976019808742,0.10040714296595672,LRIT3,1
female,Etanercept,GO_BP,GO:0099565,"chemical synaptic transmission, postsynaptic",1/10,68/12671,0.052406381437776206,0.14158976019808742,0.10040714296595672,CHRNA7,1
female,Etanercept,GO_BP,GO:0099536,synaptic signaling,2/10,481/12671,0.052883825663437606,0.14158976019808742,0.10040714296595672,CHRNA7/LRIT3,2
female,Etanercept,GO_BP,GO:0008589,regulation of smoothened signaling pathway,1/10,69/12671,0.05315826084629949,0.14158976019808742,0.10040714296595672,INTU,1
female,Etanercept,GO_BP,GO:0042303,molting cycle,1/10,69/12671,0.05315826084629949,0.14158976019808742,0.10040714296595672,INTU,1
female,Etanercept,GO_BP,GO:0042633,hair cycle,1/10,69/12671,0.05315826084629949,0.14158976019808742,0.10040714296595672,INTU,1
female,Etanercept,GO_BP,GO:0042982,amyloid precursor protein metabolic process,1/10,70/12671,0.05390960328333616,0.14226145310880375,0.1008834681325589,CHRNA7,1
female,Etanercept,GO_BP,GO:0060078,regulation of postsynaptic membrane potential,1/10,72/12671,0.0554106786063886,0.14290819169188,0.1013420971554606,CHRNA7,1
female,Etanercept,GO_BP,GO:0098869,cellular oxidant detoxification,1/10,72/12671,0.0554106786063886,0.14290819169188,0.1013420971554606,FANCC,1
female,Etanercept,GO_BP,GO:0007420,brain development,2/10,495/12671,0.05568064109685319,0.14290819169188,0.1013420971554606,PIANP/FANCC,2
female,Etanercept,GO_BP,GO:0032508,DNA duplex unwinding,1/10,73/12671,0.056160412173651086,0.14290819169188,0.1013420971554606,RFC2,1
female,Etanercept,GO_BP,GO:0021761,limbic system development,1/10,76/12671,0.05840640058188562,0.14474629709423828,0.10264557356267313,PIANP,1
female,Etanercept,GO_BP,GO:0098773,skin epidermis development,1/10,76/12671,0.05840640058188562,0.14474629709423828,0.10264557356267313,INTU,1
female,Etanercept,GO_BP,GO:0106027,neuron projection organization,1/10,76/12671,0.05840640058188562,0.14474629709423828,0.10264557356267313,CHRNA7,1
female,Etanercept,GO_BP,GO:0021549,cerebellum development,1/10,78/12671,0.059901052675221944,0.14524840034280187,0.10300163570015869,PIANP,1
female,Etanercept,GO_BP,GO:0031644,regulation of nervous system process,1/10,78/12671,0.059901052675221944,0.14524840034280187,0.10300163570015869,CHRNA7,1
female,Etanercept,GO_BP,GO:0006289,nucleotide-excision repair,1/10,79/12671,0.06064757768699447,0.14524840034280187,0.10300163570015869,FANCC,1
female,Etanercept,GO_BP,GO:0032392,DNA geometric change,1/10,79/12671,0.06064757768699447,0.14524840034280187,0.10300163570015869,RFC2,1
female,Etanercept,GO_BP,GO:0007613,memory,1/10,82/12671,0.06288395265263336,0.1493493875500042,0.10590981499390881,CHRNA7,1
female,Etanercept,GO_BP,GO:0030278,regulation of ossification,1/10,83/12671,0.0636283454140496,0.1498684168843317,0.10627788011742081,INTU,1
female,Etanercept,GO_BP,GO:0022037,metencephalon development,1/10,84/12671,0.06437220595947835,0.14994191274981075,0.10632999906911787,PIANP,1
female,Etanercept,GO_BP,GO:2000278,regulation of DNA biosynthetic process,1/10,85/12671,0.06511553462718334,0.14994191274981075,0.10632999906911787,RFC2,1
female,Etanercept,GO_BP,GO:0030216,keratinocyte differentiation,1/10,86/12671,0.06585833175524114,0.14994191274981075,0.10632999906911787,INTU,1
